Type,Country,Activity,Sex ,Age,Fatal (Y/N),Species 
Sea Disaster,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,M,23,N,Tiger shark
Sea Disaster,SOUTH ATLANTIC OCEAN,HMAS Parramatta torpedoed & sunk by the U-559,M,27,N,Tiger shark
Boating,USA,Fishing for tuna,M,27,N,Mako shark
Provoked,USA,Fishing,M,27,N,100-lb shark
Provoked,USA,Fishing from 32' boat,M,43,N,2.1 m [7'] shark
Provoked,USA,Fishing,M,53,N,Mako shark (aka bonito shark) 1.2 m [4'] 
Unprovoked,PANAMA,Bathing,M,18,Y,5.5 m [18'] shark
Unprovoked,USA,Fishing,M,27,N,3 m [10'] shark
Unprovoked,SOUTH AFRICA,Treading water,M,25,Y,"White shark, species identity confirmed by tooth pattern"
Unprovoked,AUSTRALIA,Free diving for lobster,M,27,N,Wobbegong shark
Unprovoked,SOUTH AFRICA,Swimming,M,17,Y,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern"
Unprovoked,AUSTRALIA,Dived into the water,M,17,N,"""a small shark"""
Unprovoked,AUSTRALIA,Swimming,M,13,Y,3 m [10'] shark
Unprovoked,SOUTH AFRICA,Swimming ,M,18,Y,2.4 m [8'] shark
Boating,SLOVENIA,Boating,M,27,N, White shark
Unprovoked,AUSTRALIA,Swimming ,M,20,Y,2.6 m [8.5'] shark landed 2 hours later
Boating,AUSTRALIA,other,M,27,N,"Blue pointer, 16'"
Provoked,AUSTRALIA,other,M,27,N,whaler shark
Unprovoked,AUSTRALIA,"Free diving for trochus shell, swimming to dinghy",M,27,N,"Tiger shark, 4.3 m [14'], 3 tooth fragments retrieved from his wounds"
Unprovoked,USA,Spearfishing & had just speared a ulua,M,27,N,1.5 m [5'] shark
Unprovoked,AUSTRALIA,Pearl diving,M,27,N,Tiger shark
Provoked,BAHAMAS,"Dress diving, filming shark & pulling it through the water for a motion picture scene",M,38,N,"Nurse shark, 2.1 m [7']"
Provoked,USA,Seine netting,M,27,N,18' shark
Unprovoked,PAPUA NEW GUINEA,Dived for a coin,M,27,Y,"""a large shark"""
Provoked,NEW ZEALAND,Fishing,M,27,N,7' shark
Unprovoked,AUSTRALIA,Scooping prawns,M,27,N,7' shark
Boating,BAHAMAS,Fishing,M,27,N,Tiger shark
Unprovoked,CURACAO,Diving,M,27,N,Tiger shark
Provoked,AUSTRALIA,Fishing,M,18,N,"Tiger shark, 6'"
Unprovoked,NICARAGUA,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",M,27,Y,Thought to involve bull sharks
Unprovoked,AUSTRALIA,Hardhat diving,M,27,N,6' shark
Unprovoked,IRAQ,"Swimming, naked",M,9,N,Bull shark
Provoked,AUSTRALIA,Fishing,M,27,N," Tiger shark, 3'"
Unprovoked,TRINIDAD & TOBAGO,Body surfing,M,50,N,"""grey-colored shark"""
Unprovoked,AUSTRALIA,Diving for trochus,M,17,Y,12' shark
Unprovoked,AUSTRALIA,Swimming ,M,25,Y,Tiger shark
Unprovoked,AUSTRALIA,Swimming ,M,18,Y,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains "
Unprovoked,AUSTRALIA,Swimming near jetty,M,16,N,2.4 m [8'] shark
Unprovoked,AUSTRALIA,Surf skiing,M,27,N,2.6 m [8.5'] shark
Boating,SCOTLAND,Pleasure boating,M,27,N,Basking shark
Boating,SCOTLAND,Fishing,M,27,N,Basking shark
Unprovoked,SCOTLAND,Rowing,M,27,N,Basking shark
Unprovoked,AUSTRALIA,"Diving from the lugger San, operated by the Protector of the Aborigines",M,38,N,"Tiger shark, 9' to 10' "
Provoked,AUSTRALIA,"Fishing from launch, fell into net with shark",M,27,N,"Whaler shark, 4 m [13'] "
Provoked,USA,Fishing,M,27,N,4' shark
Unprovoked,AUSTRALIA,"Refused permission to cross on the ferry, he was swimming across the river",M,33,Y,2 days later a 600-lb shark was caught 100 yards from the site
Unprovoked,AUSTRALIA,Swimming,M,32,Y,White shark
Provoked,AUSTRALIA,Fishing,M,20,N,"3' ""blue nosed"" shark"
Provoked,AUSTRALIA,Holding shark's tail ,M,18,N,"Grey nurse shark, 8'"
Unprovoked,USA,"Diving, attempting to retrieve body of drowning victim wedged between rocks",M,27,N,6 m [20']  shark
Boating,AUSTRALIA,Sculling,M,27,N,3 m [10'] shark
Boating,AUSTRALIA,Fishing,M,50,Y,Thought to involve a 12' white shark
Provoked,AUSTRALIA,Spearfishing ,M,27,N,0.9 m [3']  shark
Unprovoked,AUSTRALIA,"Trochus diving, but floating on surface",M,27,N,Large tiger shark seen in the vicinity the following morning
Provoked,CANADA,Fishing for cod,M,27,N,"Shovelnose shark, 6 m [20'] "
Unprovoked,USA,Swimming crawl stroke,M,16,Y,White shark (identified by Dr. Hugh Smith) 
Boating,USA,Fishing for bluefish,M,27,N,"Blue shark, 8' [2.4 m], 500-lb "
Unprovoked,AUSTRALIA,"Diving for trochus , but swimming on surface",M,16,Y,"Tiger shark, 2.4 m [8']"
Unprovoked,AUSTRALIA,Diving for trochus,M,16,N,"Tiger shark, 4.6 m [15'] "
Provoked,USA,Fishing,M,27,N,650-lb shark
Unprovoked,AUSTRALIA,Sculling,M,27,N,10' shark
Unprovoked,AUSTRALIA,Swimming,M,14,Y,White shark
Unprovoked,AUSTRALIA,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",M,13,Y,White shark
Provoked,AUSTRALIA,Paddleskiing,M,27,N,2.3 m [7'] shark
Provoked,AUSTRALIA,Cruising,M,27,N,4.3 m [14'] shark
Unprovoked,AUSTRALIA,"Fell overboard, hanging onto lifebuoy",M,38,Y,3.7 m [12'] shark
Unprovoked,USA,"Fishing for bluefish, shark leapt into dory",M,31,N,4.6 m [15'] shark
Provoked,SOUTH AFRICA,Put foot inside a landed & supposedly dead shark,M,27,N,"White shark, 246-kg "
Unprovoked,AUSTRALIA,Pearl diving,M,27,N,1.8 m [6'] shark
Unprovoked,AUSTRALIA,"Pearl diving, but standing in the water",M,27,N,Tiger shark 3 m  [10'] 
Provoked,AUSTRALIA,Hauling in net with shark in it,M,38,N,"""Blue nose shark"""
Unprovoked,AUSTRALIA,Swimming,M,27,Y,"White shark, 4 m [13'] "
Unprovoked,AUSTRALIA,Standing,M,22,Y,"White shark, 3.5 m to 4 m [11.5' to 13'] "
Unprovoked,AUSTRALIA,Fishing,M,27,N,"Tiger shark, 12' "
Boating,AUSTRALIA,Fishing for sharks,M,27,N,2 sharks
Unprovoked,AUSTRALIA,Splashing,F,13,N,"Tiger shark, 1.5 m [5'] "
Provoked,BERMUDA,Fishing,M,27,N,1.5 m [5'] shark
Boating,ITALY,Fishing on a boat,M,27,N,"White shark, 4 m [13'] "
Unprovoked,CROATIA,Swimming,F,18,Y,White shark
Provoked,AUSTRALIA,Fishing,M,27,N,"A 6.5' ""blue-nosed shark"""
Unprovoked,AUSTRALIA,Swimming in waist-deep water ,M,15,Y,4.3 m [14'] shark seen in vicinity
Unprovoked,AUSTRALIA,Swimming in hip-deep water,M,17,Y,4 m [13'] shark seen in vicinity
Provoked,AUSTRALIA,Fishing ,M,27,N,"Mako shark, 3.7 m [12'] identified by tooth fragments by G.P. Whitley"
Unprovoked,AUSTRALIA,Splashing in water ,M,27,N,3.4 m [11']  tiger shark & a 5' shark
Unprovoked,AUSTRALIA,Swimming on sandbar adjacent to channel,M,22,N,4.3 m [14'] shark seen in area previous week
Unprovoked,AUSTRALIA,Free diving for trochus ,M,27,Y,"Tiger shark, 3.4 m [11'] "
Unprovoked,AUSTRALIA,Pearl diving,M,17,N,Tiger shark
Boating,ISRAEL,Fishing,M,27,N,3 sharks
Provoked,USA,"Fishing, caught a 15' shark & took it onboard",M,27,N,"Blue shark, 4.5 m [14'9""]"
Unprovoked,USA,other,M,50,N,Tiger shark
Unprovoked,USA,Sitting in 3' of water,M,15,N,Thought to involve a 2.4 m [8'] lemon shark; two 2.4 m lemon sharks caught within 100 yds of the site a week prior to & a week after this incident
Provoked,AUSTRALIA,Fishing,M,27,N,7' to 8' shark
Unprovoked,USA,Swimming,M,24,Y,Possibly a bull shark or tiger shark
Unprovoked,AUSTRALIA,Standing on his hands,M,27,N,10' shark
Unprovoked,AUSTRALIA,Diving for trochus  from dinghy when seized by shark 6' below the surface,M,27,N,4.4 m [14'] shark
Provoked,AUSTRALIA,Fishing,M,27,N,Blue shark
Unprovoked,AUSTRALIA,Swimming,M,24,N,Thought to involve a mako or grey nurse shark
Provoked,USA,Fishing,M,27,N,16' 800-lb shark
Boating,CANADA,"Fishing, hauling in fishing gear",M,27,N,Teeth in hull identified as those from a white shark 4.6 m [15'] in length
Provoked,USA,Fishing,M,32,N,"250-lb ""dog shark"""
Unprovoked,AUSTRALIA,Swimming,M,27,N,A small shark
Boating,AUSTRALIA,Fishing,M,27,UNKNOWN,Grey nurse shark
Unprovoked,SOUTH AFRICA,Collecting fish by lamplight in gully,M,23,N,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] "
Unprovoked,AUSTRALIA,Diving for trochus from lugger,M,45,N,4 m [13'] shark
Unprovoked,USA,Swimming ,F,20,N,"Hammerhead shark, 2.4 m [8'], according to lifeguard Sam Barrows"
Unprovoked,FIJI,Swimming,M,27,N,small sharks
Provoked,USA,Gaffing & attempting to bring onboard a harpooned shark,M,27,N,"Tiger shark, 3 m [10']"
Unprovoked,USA,Crabbing,M,27,N,6' shark
Boating,AUSTRALIA,other,M,27,N,"""a school of sharks"""
Provoked,AUSTRALIA,"Fishing, hauling in net, shark in net",M,27,N,"1.8 m [6'] ""cocktail shark"
Unprovoked,AUSTRALIA,Swimming,M,18,N,1.5 m [5'] shark
Boating,AUSTRALIA,Fishing,M,27,N,7 shark's teeth found embedded in the woodwork of the boat
Unprovoked,USA,Swimming,M,21,N,Tiger shark
Unprovoked,AUSTRALIA,Diving off pier & treading water,M,18,Y,White shark 4.9 m [16'] 
Unprovoked,SOUTH AFRICA,Swimming,M,23,N,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern"
Unprovoked,AUSTRALIA,Diving by wharf,M,16,Y,Tiger shark
Unprovoked,AUSTRALIA,Bathing or body surfing ,F,17,N,"""a small shark"""
Provoked,USA,Fishing,M,27,N,9-foot shark
Provoked,AUSTRALIA,Standing in knee-deep water,M,19,N,"Grey nurse shark, 4' "
Unprovoked,AUSTRALIA,Launching rowboat through the surf,M,9,N,"""a dog shark"""
Unprovoked,AUSTRALIA,Launching rowboat through the surf,M,12,N,"""a dog shark"""
Boating,AUSTRALIA,Canoeing,M,27,N,"Blue pointer, 12'"
Unprovoked,AUSTRALIA,Swimming,M,39,Y,Galapagos shark
Unprovoked,AUSTRALIA,Body surfing,M,14,Y,12' shark
Provoked,AUSTRALIA,"Wading, netting fish",M,27,N,"""a dog shark"""
Provoked,USA,Fishing,M,27,N,9' shark
Provoked,USA,Fishing,M,27,N,"""Blue nose sharks"""
Unprovoked,PANAMA,Swimming,M,17,Y,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph
Provoked,ITALY,Boating,M,27,N,"Species unknown, possibly a white shark"
Unprovoked,AUSTRALIA,Fishing,M,27,N,Tiger shark
Unprovoked,AUSTRALIA,Bathing,M,15,N,4' shark
Unprovoked,SOUTH AFRICA,Body surfing,M,18,N,1.2 m [4'] shark
Unprovoked,SOUTH AFRICA,Swimming,M,17,Y,"White shark, 4.4 m [14.5'] . "
Unprovoked,AUSTRALIA,Body surfing / treading water,M,17,N,Grey nurse shark?
Provoked,NEW ZEALAND,Fishing,M,70,N,Mako shark
Unprovoked,SOUTH AFRICA,Body surfing,M,27,N,"Raggedtooth shark, 1.5 m [5'] "
Unprovoked,AUSTRALIA,Swimming,M,15,Y,3.7 m [12'] shark
Unprovoked,AUSTRALIA,Bathing,M,17,N,"Grey nurse shark, 4'"
Unprovoked,ITALY,Swimming,M,20,Y,Said to involve 6 to 7 m [20' to 23'] white shark
Boating,USA,Fishing,M,27,N,"""whiptail shark"" (thresher shark?)"
Unprovoked,USA,Swimming with dog near canning factory,M,15,N,1.5 m [5'] white shark or sevengill shark
Unprovoked,USA,Swimming,M,27,Y,"White shark, 3.8 m [12.5']  "
Unprovoked,USA,Swimming,F,27,N,"According to Carlsmith, the shark's mouth was 3' wide"
Unprovoked,AUSTRALIA,Swimming ,F,27,Y,"White shark, 3.7 m [12']  "
Unprovoked,SOUTH AFRICA,Swimming,M,27,N,"""a blue shark"""
Unprovoked,AUSTRALIA,Floating on his back,M,55,Y,"Tiger shark, 4 m [13'] female"
Unprovoked,AUSTRALIA,Bathing in waist-deep water,M,16,N,Said to be a small shark
Unprovoked,CANADA,"Diving, repairing water main at depth of 90'",M,27,N,2.1 m [7'] shark
Unprovoked,MEXICO,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,27,Y,1.8 m shark
Unprovoked,AUSTRALIA,Bathing,M,27,N,10' shark
Unprovoked,USA,Standing,M,27,N,"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols."
Provoked,ENGLAND,Fishing for mackerel,M,27,N,12' shark
Boating,SPAIN,Fishing,M,27,N,3.5 m shark
Unprovoked,AUSTRALIA,Had just dived into water & was swimming,M,16,Y,3 m [10'] shark
Boating,AUSTRALIA,Fishing,M,27,N,"""a very large shark"""
Unprovoked,AUSTRALIA,Bathing in 3' to 4' of water,M,19,Y,"2.7 m [9'] ""blue"" shark"
Boating,USA,Fishing,M,27,N,"""A pack of 6 sharks"""
Unprovoked,USA,Floating,F,18,Y,1.8 m [6'] shark
Unprovoked,JAMAICA,Swimming,M,19,Y,6' shark
Unprovoked,SOUTH AFRICA,Swimming,M,18,N,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark "
Unprovoked,JAMAICA,Standing,F,14,Y,2.7 m [9'] shark later captured by Mitchell-Hedges
Unprovoked,AUSTRALIA,Bathing in knee-deep water,M,21,Y,"White shark, 2.4 m [8'] "
Unprovoked,AUSTRALIA,Swimming,M,18,Y,White shark
Unprovoked,AUSTRALIA,Standing,M,27,N,Grey nurse shark?
Provoked,ENGLAND,Fishing,M,27,N,"Blue shark, 4' "
Unprovoked,AUSTRALIA,Wading,M,27,N,4' to 5' shark
Unprovoked,HAITI,Dived into a school of baitfish,M,27,Y,Comrades saw shark's tail appear about 5' away
Unprovoked,AUSTRALIA,Standing,M,27,N,"15* to 24"" dog shark"
Provoked,CANADA,Harpooned shark,M,27,N,15'
Unprovoked,USA,Knocked into the water,M,27,Y,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum"
Invalid,AUSTRALIA,Cutter capsized,M,27,UNKNOWN,Shark involvement prior to death unconfirmed
Unprovoked,AUSTRALIA,Swimming,M,27,N,3.7 m to 4.3 m [12' to 14']  shark
Unprovoked,AUSTRALIA,Wading,M,13,Y,12' shark
Boating,ITALY,Fishing,M,27,N,13' shark
Sea Disaster,SAN DOMINGO,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,27,Y,"Tiger sharks, 2.4 m to 4.9 m [8' to 16'] "
Unprovoked,AUSTRALIA,Surfing,M,27,N,12' shark
Provoked,USA,Stuffing a shark into an automobile,M,27,N,12' shark
Unprovoked,USA,Swimming,M,12,N,Said to involve a 2.7 m [9'] shark
Unprovoked,USA,Swimming (recovering remains of Stilwell) ,M,24,Y,3 m [10'] shark
Unprovoked,USA,Swimming,M,27,Y,Thought to involve a 2.6 m [8.5'] white shark
Unprovoked,USA,Swimming,M,24,Y,Thought to involve a 2.6 m [8.5'] white shark
Unprovoked,AUSTRALIA,Skin diving for trepang but at surface next to the boat,M,27,N,3 m [10'] shark
Unprovoked,JAMAICA,Fell overboard,M,27,Y,"A 20' shark known as ""Old Tom"""
Unprovoked,CROATIA,Washing clothes,F,27,N,1.5 m [5'] shark
Unprovoked,CROATIA,other,M,27,N,6 m shark
Provoked,USA,Fishing,F,27,N,3' shark
Unprovoked,AUSTRALIA,Wading,M,27,N,said to involve a tiger shark
Provoked,USA,Fishing for mackerel,M,27,N,13' shark
Unprovoked,USA,other,M,27,N,Said to involve a 2.4 m [8'] hammerhead shark
Provoked,CROATIA,other,M,27,N,2 m shark
Unprovoked,AUSTRALIA,Diving,M,27,N,Tiger shark 
Unprovoked,USA,Swimming,M,27,N,8' shark
Unprovoked,AUSTRALIA,Swimming,M,21,Y,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
Unprovoked,AUSTRALIA,other,M,27,N,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel"
Unprovoked,SPAIN,Fell into the water,M,27,Y,White shark
Provoked,USA,Fishing,M,27,N,5' shark
Provoked,NORTH ATLANTIC OCEAN,Fishing,M,27,N,Angel shark
Unprovoked,AUSTRALIA,Bathing,M,27,N,Said to involve  9' blue shark
Unprovoked,NEW ZEALAND,Swimming,M,27,N,6' shark
Unprovoked,AUSTRALIA,Surf bathing,M,27,N,5.5' to 6' shark
Unprovoked,PHILIPPINES,Swimming,M,27,UNKNOWN,6 m [20'] shark
Provoked,AUSTRALIA,Fishing,M,27,N,7' shark
Provoked,USA,Seine netting,M,27,N,5' shark
Unprovoked,SOUTH AFRICA,other,M,27,Y,18-foot shark
Unprovoked,AUSTRALIA,Fell from the jetty,M,27,Y,Remains recovered from 3 sharks
Unprovoked,CROATIA,Boating,F,27,Y,"Species unknown, possible white shark"
Unprovoked,AUSTRALIA,Bathing,M,27,Y,Bull shark
Unprovoked,CHINA,Fishing,M,27,N,Shark involvement probable
Unprovoked,CHINA,Fishing,M,27,Y,Shark involvement probable
Unprovoked,USA,Floating in creek,M,27,N,1.5 m [5'] shark
Unprovoked,MALTA,Fishing,M,27,Y,"White shark, 6 m "
Provoked,USA,Fishing,M,27,N,"Shortfin mako shark, 175-lb "
Unprovoked,USA,Fell overboard,M,27,Y,Remains recovered 5 days later
Unprovoked,USA,Swimming,M,27,Y,Fishermen recovered partial remains from shark a week later
Provoked,AUSTRALIA,Shooting sharks ,M,27,N,13' shark
Unprovoked,SOUTH AFRICA,Washing horses,M,30,Y,1.8 m to 2.7 m [6' to 9'] shark
Unprovoked,SOUTH AFRICA,Floating or standing,M,27,Y,2.4 m [8'] shark
Unprovoked,AUSTRALIA,Bathing,M,40,N,5' shark
Boating,USA,Harpooning turtles,M,27,N,20' shark
Unprovoked,USA,Fishing,M,27,N,9' shark
Unprovoked,AUSTRALIA,other,M,27,Y,Bull shark
Unprovoked,CYPRUS,Swimming,M,27,Y,2 m shark
Unprovoked,SOUTH AFRICA,Swimming,M,29,Y,White shark
Unprovoked,USA,Diving,M,27,UNKNOWN, 
Boating,AUSTRALIA,Fishing for squid,M,27,N,20' shark
Provoked,USA,Hunting sharks,M,27,Y,Basking shark
Unprovoked,USA,Swimming,M,15,Y,3 m [10'] shark
Provoked,ITALY,Fishing,M,27,N,70 kg shark
Unprovoked,USA,Hunting crayfish,M,27,N,1.5 m [5'] shark
Unprovoked,USA,Fishing (Seining),M,15,N,White shark
Unprovoked,MARSHALL ISLANDS,Fishing,M,27,Y,3 sharks
Provoked,USA,Fishing,M,27,N,"13'10"" shark"
Boating,AUSTRALIA,Fishing,M,27,N,12' to 14' shark
Provoked,USA,Fishing,M,27,N,5' shark
Provoked,USA,Fishing,M,27,N,12' shark
Unprovoked,AUSTRALIA,Bathing,M,19,N,10' to 12' shark
Unprovoked,USA,Swimming,F,27,UNKNOWN,"Shovelnose shark, 5'"
Unprovoked,FRANCE,Fishing,M,27,Y,1.8 m shark
Unprovoked,MEXICO,Fell from yardarm of British ship Rover,M,27,Y,20' shark
Unprovoked,BAHAMAS,Fell overboard from sponge vessel,M,27,Y,16' shark
Provoked,AUSTRALIA,Fishing,M,21,N,12' shark
Provoked,USA,Fishing for bluefish,M,27,N,"5'7"" shark"
Unprovoked,AUSTRALIA,Wading,M,27,N,"Sevengill shark, 14', was caught in the vicinity"
Unprovoked,USA,Fishing,M,27,N,18' shark
Unprovoked,CROATIA,other,M,27,Y,"5m, 3500 kg female shark"
Unprovoked,NEW ZEALAND,Floating on his back,M,27,N,"Unknown, but the shark was caught and put on exhibition"
Unprovoked,AUSTRALIA,other,M,27,Y,12' to 14' shark
Boating,AUSTRALIA,Rowing a dinghy,M,27,N,13' shark
Provoked,SOUTH AFRICA,other,M,27,N,4.7 m [15.5'] shark
Boating,USA,other,M,27,N,Shark was said to have a very rough ½-thick skin
Boating,USA,Clamming,M,27,N,3 m [10'] sharks
Boating,AUSTRALIA,other,M,27,N,15' shark
Unprovoked,SOUTH AFRICA,Fishing,M,27,N,3 m [10'] shark
Sea Disaster,AUSTRALIA,yachting accident,M,27,Y,14' shark
Provoked,FRANCE,other,F,27,Y,10' shark
Unprovoked,AUSTRALIA,Fell overboard,F,27,Y,Said to involve 2 sharks
Provoked,GEORGIA,Fishing for sharks,M,27,N,7' shark
Unprovoked,PACIFIC OCEAN,Fishing,M,27,Y,14' shark
Unprovoked,USA,other,M,27,Y,a school of sharks
Provoked,NEW ZEALAND,Restraining a beached shark,M,27,N,4' to 5' shark
Boating,ITALY,Fishing on a boat,M,27,N,White sharks
Unprovoked,AUSTRALIA,Swimming,M,12,Y,Bull shark
Boating,USA,Sailing,M,27,N,10' shark
Boating,AUSTRALIA,Fishing,M,27,N,12' shark
Unprovoked,INDIA,Swimming,M,23,Y,3 sharks
Provoked,SPAIN,Fishing,M,27,N,2.5 m shark
Unprovoked,USA,Floating with life buoy after pilot launch capsized,M,27,Y,Tiger shark
Unprovoked,AUSTRALIA,Bathing,M,27,N, a small shark
Unprovoked,INDONESIA,Swimming,M,22,Y,15' shark
Unprovoked,USA,Swimming,M,27,Y,8' shark
Unprovoked,AUSTRALIA,Fishing,M,27,N,13' shark
Provoked,AUSTRALIA,other,M,27,N,7-gill shark
Unprovoked,AUSTRALIA,Swimming,F,27,N,6' shark
Unprovoked,ENGLAND,other,M,27,N,Blue or porbeagle shark
Unprovoked,AUSTRALIA,Bathing,M,27,N,10' shark
Unprovoked,USA,Bathing,M,27,N,"68"" shark"
Boating,CANADA,Fishing,M,27,N,White shark
Unprovoked,AUSTRALIA,Bathing,M,27,N,Hammerhead shark
Unprovoked,AUSTRALIA,Fishing,M,27,N,Wobbegongs
Unprovoked,AUSTRALIA,Net fishing,M,27,N,"Tiger shark, 7'"
Unprovoked,ITALY,other,M,27,Y,White shark
Unprovoked,INDIA,Standing,M,35,Y,Identified as C. gangeticus by Dr. J. Fayrer
Unprovoked,NEW ZEALAND,Bathing close inshore,M,27,N,"""Shark caught later"""
Provoked,FRANCE,Dragging a shark,M,27,N,1.5 m shark
Unprovoked,SCOTLAND,other,M,27,N,3' shark
Unprovoked,AUSTRALIA,Launching a boat,M,27,Y,2 sharks
Unprovoked,SPAIN,other,M,18,Y,16' shark
Unprovoked,SPAIN,Swimming alongside the SS Kearsarge,M,27,Y,16' shark
Unprovoked,NEW ZEALAND,Bathing,M,27,Y,"4' ""ground shark"""
Unprovoked,BAHAMAS,"In boat being towed by ship, Karnak",M,27,Y,Remains recovered from shark caught days later
Unprovoked,USA,Commercial Salvage Diving,M,27,N,White shark
Unprovoked,USA,Swimming,M,27,Y,Tiger shark (pregnant)
Unprovoked,GREECE,Swimming,M,27,N,234-lb shark
Unprovoked,USA,Hard hat diving,M,27,N,White shark
Sea Disaster,SOUTH AFRICA,Wreck of the steamship Birkenhead,M,27,Y,White sharks
Unprovoked,NEW ZEALAND,Swimming,M,27,Y,Said to involve a 6 m to 7.3 m [20' to 24'] shark
Unprovoked,USA,Hard hat diving,M,27,N,18' shark
Unprovoked,USA,Accidentally thrown overboard & treading water while awaiting rescue,M,27,Y,Said to be a 7.6 m [25'] shark
Unprovoked,CUBA,Sitting on gunwale of boat,M,27,Y,"""a large shark"""
Unprovoked,FRENCH POLYNESIA,Swimming,F,27,Y,Reported to involve a hammerhead shark
Unprovoked,ENGLAND,Swimming,M,27,N,Thought to involve a porbeagle or mako shark
Unprovoked,ENGLAND,other,M,27,Y,Tiger shark?
Boat,GREENLAND,other,M,27,Y,White sharks
Unprovoked,MEDITERRANEAN SEA,"Fell overboard from a frigate & was swallowed by a shark. The captain fired a gun at the shark, and ""the creature cast the man out of his throat.""",M,27,N,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long."
Unprovoked,ITALY,Swimming,M,27,Y,"White shark, 1600-lb female "
Unprovoked,FRANCE,Bathing,M,27,N,White shark
Unprovoked,FRANCE,other,M,27,UNKNOWN,Possibly white sharks
Unprovoked,USA,Diving,M,27,N," Galapagos shark, 6'"
Unprovoked,USA,Fishing for basking sharks,M,27,Y,Basking shark
Unprovoked,USA,Shark tagging,F,21,N,"Blacktip shark, 5'"
Unprovoked,VENEZUELA,Spearfishing ,M,27,Y,said to involve 2.5 m hammerhead sharks
Boat,MOZAMBIQUE,Fishing,M,27,N,Whale shark
Unprovoked,AUSTRALIA,Helmet diving,M,27,N,Tiger shark
Unprovoked,BAHREIN,Pearl diving,M,27,Y,Tiger shark
Unprovoked,BAHAMAS,Spearfishing ,M,27,N,1.8 m [6'] shark
Unprovoked,SUDAN,Diving,M,27,N,Silvertip shark
Provoked,VANUATU,Attempting to drive shark from area,M,27,N,A large hammerhead shark
Unprovoked,IRAN,other,M,27,N,Bull shark
Provoked,USA,Skin diving. Grabbed shark's tail; shark turned & grabbed diver's ankle & began towing him to deep water,M,19,N,"Nurse shark, 2.1 m [7'] "
Invalid,PAPUA NEW GUINEA,Scuba diving,M,27,Y,Questionable
